ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.405034033973636,334.45052284379915,352.4867356237929,6.858023434356743,955.480062746242,30.69417631939939,8.922352080999127,132.09280920416376,1.9673055905342858,0
2.8026438866800514,200.2503261867536,332.613880748844,6.104152654830704,851.4961672491493,31.376395506939563,13.352449902955179,80.8249276288367,3.511520942186737,0
7.498240893939882,369.8625348498424,344.5030170243253,9.122834769133625,851.4961672491493,26.853028712846474,14.899501763250319,97.39694389514169,2.0604437171929226,0
7.734647739415683,351.7638494809051,363.33449036929335,7.724066470434021,919.6452690873402,25.188725454975394,16.331551669920255,155.16478601379333,3.640282062650963,0
8.578901974972139,291.4231416093707,326.4153573605381,6.004013266981458,777.9062735416079,26.261551920093595,10.015042690825316,42.468931824322716,3.0838805978341446,0
4.78640802478191,304.40366000937513,418.3184458650277,7.136532402291663,827.624179466482,22.39243573727639,7.07735510572589,78.53440704770073,1.5625180733854298,0
9.815967536843011,413.96606651176336,418.3263526306888,7.100685931395467,1033.6952184910954,22.50832449072225,12.074629685317207,128.01005850131048,1.676160527352387,0
8.081679995484023,331.6674291747634,282.38812461392877,3.7885956841479604,757.5368616119739,28.410316751320916,10.759883403649361,91.41148842193216,3.411796693266276,0
6.405034033973636,182.29086162439893,289.02557209265643,7.43235373789246,655.4824783352389,25.991228069807256,11.075859309578888,76.93336234497878,2.601678164727516,0
10.865727387000733,375.3768010851596,392.51580847143396,8.893536643290654,1066.2576762892995,30.683923086181025,15.867345455669124,106.65590113822496,3.3807821919640086,0
6.697984000847061,263.58064911471797,445.9662431749275,7.143178687815745,827.4610601082946,27.047751029457125,13.725617176632317,118.04230576678842,2.669240993834354,0
7.363006962195549,359.6797287403087,333.91066975958614,7.782504627965726,851.4961672491493,25.214802633620206,12.751604591722035,114.23382693919484,3.020228989897597,0
6.43769127963427,247.9555661429934,333.5638888563158,2.740621371763613,695.5261604061758,24.694527962128664,14.039770535973501,119.33065915694382,2.4517928133934728,0
6.405034033973636,236.4450772348809,407.2951363157519,6.333771707715366,745.955805226213,25.699520484127074,17.1830415883805,114.27444849974646,3.4244080610101104,0
6.84469070817558,335.27834287480226,415.5381359907295,4.352650290321391,851.4961672491493,27.591432232738622,11.5575377905899,103.85309328182278,3.789659006121977,0
5.605047755345267,301.5541581569891,504.9705058491208,9.531832357719274,943.0420351380424,29.51208697216012,9.997919432761027,111.8511438398521,3.3865969367424644,0
6.3642119334469855,345.68510971821,435.16746111608984,10.071217906749363,851.4961672491493,23.615577081996044,18.116825557047044,81.34939509979216,3.27815223125282,0
8.676350877368268,462.135984378344,380.6096822336552,6.409398264289983,1048.3813519423334,28.500419211042892,11.70408936873391,105.78691913415727,3.5145404955929225,0
8.451597120511689,472.577652279395,340.37195750189005,5.6181881949824355,851.4961672491493,27.22034577695362,11.244441265480514,93.09789358131894,1.4385195147503145,0
6.709243792577846,351.98938641809315,393.70074419764086,3.6449499526892684,855.1083457014042,28.284098836667358,10.89411277185636,91.40978903553824,1.5631108388477795,0
6.405034033973636,375.75189440686245,365.8312167000219,10.349103556631498,851.4961672491493,30.463179389681247,14.408129441348262,63.25262033528326,3.1425017401347155,0
5.941875155022932,268.49725014877555,434.898588693688,5.230068513519572,780.2846065935254,29.688127234360124,15.827567464383483,115.17267624218294,2.757031082658285,0
6.405034033973636,354.7018234212454,317.9465373873439,4.948277918915822,828.4264642982986,27.356377740346225,12.442081141978338,86.57853146934767,4.475229091739976,0
2.999094858989279,319.9377041287237,355.8437616986992,6.512915604309313,851.4961672491493,27.586793385352472,14.661993648557669,137.57034501401566,3.5395270403775196,0
4.589903711891259,219.9125237950887,319.5097704991997,10.027162249518243,832.7003137790597,28.36377911557663,9.73547561816734,81.80549246938143,3.837310389121378,0
5.784870165601031,323.3189643979769,356.29849847016686,8.425690537350746,818.3241397071308,26.698997201200193,13.095402136753885,119.91890826797257,4.215425209772368,0
2.5177007317993834,339.9834732756954,452.97103966261545,8.553620739993018,1003.5443932483206,27.51160787691192,12.089547880443646,39.87575513226731,3.1937176239748992,0
6.405034033973636,228.7090070334047,277.4608568531874,7.549203285283605,759.5985716008656,23.05623562254575,11.097524051726294,69.86701190840448,3.0133504040418355,0
6.405034033973636,448.24774880923553,399.6067892582416,7.3135047972667016,1039.0997202974927,25.22676408425357,8.89371387592387,75.44646565062718,2.9999822124666413,0
6.405034033973636,232.8924631301862,298.6042973179426,8.858518532726485,768.5733494457312,30.681966333426796,14.62504223200467,74.91060440632207,5.0575307013628015,0
6.5042671267403165,343.084613539401,298.6335861116886,5.382548634465054,862.9532569463524,24.513276172475884,6.63081476841506,105.92174405852204,4.102789801712219,0
9.379835446088027,308.8141584011304,342.37797407924927,6.242445585767353,851.4961672491493,27.818431749118755,14.92730754258831,65.94969977981744,1.8612675768775895,0
10.045516728703484,180.24103868967438,366.0160215044295,7.8410446710097075,770.6502691684024,26.690164473646913,11.24623962035989,96.2591360999201,4.071069921892357,0
6.755865622352209,389.7991933498576,446.71479877767337,6.342523454196585,1013.4212552083707,26.660944634452985,8.796968816754982,61.83918167773465,2.1655289842422123,0
6.405034033973636,384.6906161504238,294.3528451304409,4.800664282739285,851.4961672491493,25.82809147405474,10.577983951123809,130.53457640173147,4.042774671055375,0
4.2862513095372865,310.9756615512624,341.8500689619321,5.456715176582853,819.0478448401133,27.510559126905896,9.466801115353231,69.38922557230012,2.9100983350880667,0
2.724284347971667,296.4690402199173,386.5144130795712,4.871456241780095,706.4533743130655,27.92906492744272,7.669779359410399,109.36865535265594,2.4704662642655593,0
4.82276543087834,519.722183234639,319.66028542988767,5.502083130365408,851.4961672491493,26.293051314427924,10.668598414282911,122.87465915848097,1.9004792997653266,0
6.405034033973636,224.65646151264465,344.802333053623,5.265933374234785,851.4961672491493,27.097657123877145,19.998547172982292,75.63321565089956,1.9115352771777636,0
8.769788924139746,323.041384756725,385.9501096656539,5.51279446233537,831.8517461931821,26.215916114240724,14.53654859277955,40.024690897581976,3.333997399820958,0
6.405034033973636,387.6072472343617,260.0786833764384,3.8287366038997828,774.6286246263164,24.748680397766478,16.242494036642064,58.983635151002,2.5163068116942444,0
4.5168777808777625,316.26111159732704,313.51131073077266,7.6491220142933285,797.5010954769639,24.2846959959791,8.737215600765984,86.11564131039094,3.445357221909155,0
6.465720608538812,396.54695170006306,418.5616478054111,6.306377898428554,1009.6796053265554,24.182846631746177,9.584232738211739,96.92938211915236,4.197030613718709,0
9.483998137515892,330.6776894384381,238.94731987565135,6.383633583273191,859.9564204672,24.22116708282842,21.30947639467188,106.4165435233803,3.7025357387220894,0
3.905738740045653,295.4630727323355,359.39063613049484,3.974513804099725,851.4961672491493,26.42532932973872,16.542848206475856,98.21363460098915,3.5538775979768116,0
